Sample,UniprotID,MistScore,GeneSymbol,UniprotEntryName
NEP,Q1KMD3,0.96142,HNRNPUL2,HNRL2_HUMAN
NEP,Q27J81-2,0.95743,INF2,INF2_HUMAN
NEP,Q2TB90,0.91851,HKDC1,HKDC1_HUMAN
NEP,Q53GQ0,0.99151,HSD17B12,DHB12_HUMAN
NEP,Q5TBP5,0.92972,NA,NA
NEP,Q5TEC6,0.90536,HIST2H3PS2,Q5TEC6_HUMAN
NEP,Q6NZY4,0.96266,ZCCHC8,ZCHC8_HUMAN
NEP,Q71DI3,0.96716,HIST2H3A; HIST2H3C; HIST2H3D,H32_HUMAN
NEP,Q7Z2W4,0.9821,ZC3HAV1,ZCCHV_HUMAN
NEP,Q7Z7H8,0.95254,MRPL10,RM10_HUMAN
NEP,Q8IX01-4,0.98831,SUGP2,SUGP2_HUMAN
NEP,Q8IXM3,0.99308,MRPL41,RM41_HUMAN
NEP,Q8N163,0.98878,CCAR2,CCAR2_HUMAN
NEP,Q8NF37,0.93189,LPCAT1,PCAT1_HUMAN
NEP,Q8TAQ2-2,0.99118,SMARCC2,SMRC2_HUMAN
NEP,Q8WXF1-2,0.93133,PSPC1,PSPC1_HUMAN
NEP,Q92620,0.91308,DHX38,PRP16_HUMAN
NEP,Q92665,0.99254,MRPS31,RT31_HUMAN
NEP,Q92879-5,0.99386,CELF1,CELF1_HUMAN
NEP,Q92922,0.99346,SMARCC1,SMRC1_HUMAN
NEP,Q96AE4,0.97665,FUBP1,FUBP1_HUMAN
NEP,Q96EL3,0.99001,MRPL53,RM53_HUMAN
NEP,Q96EY7,0.94039,PTCD3,PTCD3_HUMAN
NEP,Q96KR1,0.99121,ZFR,ZFR_HUMAN
NEP,Q96PK6,0.98566,RBM14,RBM14_HUMAN
NEP,Q96Q25,0.97652,BOP1,BOP1_HUMAN
NEP,Q96SI9-2,0.93641,STRBP,STRBP_HUMAN
NEP,Q96T37-2,0.9829,RBM15,RBM15_HUMAN
NEP,Q9BQA1,0.94777,WDR77,MEP50_HUMAN
NEP,Q9BSD7,0.98866,NTPCR,NTPCR_HUMAN
NEP,Q9BUJ2-2,0.97849,HNRNPUL1,HNRL1_HUMAN
NEP,Q9BYN8,0.96353,MRPS26,RT26_HUMAN
NEP,Q9C005,0.99089,DPY30,DPY30_HUMAN
NEP,Q9H307-2,0.99354,PNN,PININ_HUMAN
NEP,Q9H9J2,0.9925,MRPL44,RM44_HUMAN
NEP,Q9HCD5,0.99393,NCOA5,NCOA5_HUMAN
NEP,Q9HD33-2,0.99222,MRPL47,RM47_HUMAN
NEP,Q9NVI7-2,0.91073,ATAD3A,ATD3A_HUMAN
NEP,Q9NVP1,0.92511,DDX18,DDX18_HUMAN
NEP,Q9P015,0.97792,MRPL15,RM15_HUMAN
NEP,Q9P2I0,0.99228,CPSF2,CPSF2_HUMAN
NEP,Q9UBS4,0.91586,DNAJB11,DJB11_HUMAN
NEP,Q9UQ35,0.99386,SRRM2,SRRM2_HUMAN
NEP,Q9Y2R9,0.98143,MRPS7,RT07_HUMAN
NEP,Q9Y3D5,0.97162,MRPS18C,RT18C_HUMAN
NEP,Q9Y6M1-1,0.99399,IGF2BP2,IF2B2_HUMAN
NEP,Q9Y6N5,0.99327,SQRDL,SQRD_HUMAN
NS1,A0AV96-2,0.98078,RBM47,RBM47_HUMAN
NS1,A1L0T0,0.98987,ILVBL,ILVBL_HUMAN
NS1,A6ND22,0.91326,MRPS16,A6ND22_HUMAN
NS1,A8K3Z3,0.99389,PSMC5,PRS8_HUMAN
NS1,B4DJ10,0.98796,LARS,SYLC_HUMAN
NS1,B4DLN1,0.94528,SLC25A10,B4DLN1_HUMAN
NS1,B4DLR8,0.90842,NQO1,B4DLR8_HUMAN
NS1,B4DUR8,0.98708,CCT3,B4DUR8_HUMAN
NS1,B4DWJ2,0.97814,QARS,SYQ_HUMAN
NS1,B4E022,0.99079,,B4E022_HUMAN
NS1,B7Z2F4,0.99293,,B7Z2F4_HUMAN
NS1,B7Z367,0.98119,ZNF346,ZN346_HUMAN
NS1,B7ZKM0,0.95186,SART3,SART3_HUMAN
NS1,C9JAW5,0.90057,HIGD1A,C9JAW5_HUMAN
NS1,CON_00019359.3,0.96237,NA,NA
NS1,CON_Trypsin,0.97845,NA,NA
NS1,E7ETU5,0.98503,RBMS1,E7ETU5_HUMAN
NS1,E9PE17,0.98652,MRPS17,E9PE17_HUMAN
NS1,E9PH18,0.93387,DNAJB6,E9PH18_HUMAN
NS1,E9PHA6,0.92347,MSH2,E9PHA6_HUMAN
NS1,E9PKG1,0.96865,PRMT1,E9PKG1_HUMAN
NS1,E9PKV2,0.99185,MRPL17,E9PKV2_HUMAN
NS1,E9PNW8,0.95266,FAR1,E9PNW8_HUMAN
NS1,F5H2F9,0.98242,MSH6,MSH6_HUMAN
NS1,F5H2T0,0.97195,IKBKAP,F5H2T0_HUMAN
NS1,F5H4G7,0.93145,NA,NA
NS1,F5H5K9,0.98333,PNPLA6,PLPL6_HUMAN
NS1,F5H667,0.98106,ASPH,ASPH_HUMAN
NS1,F5H7F6,0.98579,MGST1,F5H7F6_HUMAN
NS1,F5H7U0,0.97502,NA,NA
NS1,F8VPD4,0.97696,CAD,F8VPD4_HUMAN
NS1,F8VW92,0.99375,NA,NA
NS1,F8W181,0.94193,NA,NA
NS1,F8W881,0.99073,FAM120C,F8W881_HUMAN
NS1,G3V3B0,0.96024,ACIN1,G3V3B0_HUMAN
NS1,G5E9W7,0.97898,MRPS22,G5E9W7_HUMAN
NS1,H0YA96,0.99341,HNRNPD,H0YA96_HUMAN
NS1,H0YJ40,0.98975,SLIRP,H0YJ40_HUMAN
NS1,I3L2C5,0.94838,NA,NA
NS1,J3KTA4,0.97686,DDX5,J3KTA4_HUMAN
NS1,K7EK07,0.96121,H3F3B,K7EK07_HUMAN
NS1,K7EQ03,0.97431,RBM42,K7EQ03_HUMAN
NS1,O00148,0.99291,DDX39A,DX39A_HUMAN
NS1,O00231,0.9326,PSMD11,PSD11_HUMAN
NS1,O00232,0.99061,PSMD12,PSD12_HUMAN
NS1,O00483,0.97533,NDUFA4,NDUA4_HUMAN
NS1,O00487,0.9784,PSMD14,PSDE_HUMAN
NS1,O00567,0.97681,NOP56,NOP56_HUMAN
NS1,O00767,0.98771,SCD,ACOD_HUMAN
NS1,O14744,0.93155,PRMT5,ANM5_HUMAN
NS1,O15269,0.93089,SPTLC1,SPTC1_HUMAN
NS1,O43242,0.99222,PSMD3,PSMD3_HUMAN
NS1,O43390,0.99381,HNRNPR,HNRPR_HUMAN
NS1,O43707,0.99391,ACTN4,ACTN4_HUMAN
NS1,O60218,0.98497,AKR1B10,AK1BA_HUMAN
NS1,O60506,0.9926,SYNCRIP,HNRPQ_HUMAN
NS1,O60716-32,0.95411,CTNND1,CTND1_HUMAN
NS1,O75494-5,0.97588,SRSF10,SRS10_HUMAN
NS1,O75506,0.99245,HSBP1,HSBP1_HUMAN
NS1,O75794,0.98529,CDC123,CD123_HUMAN
NS1,O94826,0.92274,TOMM70A,TOM70_HUMAN
NS1,O95347-2,0.98693,SMC2,SMC2_HUMAN
NS1,O95573,0.96594,ACSL3,ACSL3_HUMAN
NS1,O95782-2,0.94445,AP2A1,AP2A1_HUMAN
NS1,O95816,0.97003,BAG2,BAG2_HUMAN
NS1,P00367,0.95414,GLUD1,DHE3_HUMAN
NS1,P02545,0.93432,LMNA,LMNA_HUMAN
NS1,P04843,0.96251,RPN1,RPN1_HUMAN
NS1,P06703,0.99197,S100A6,S10A6_HUMAN
NS1,P08195-2,0.96948,SLC3A2,4F2_HUMAN
NS1,P08621-2,0.94685,SNRNP70,RU17_HUMAN
NS1,P09012,0.9882,SNRPA,SNRPA_HUMAN
NS1,P11413,0.98613,G6PD,G6PD_HUMAN
NS1,P12004,0.91621,PCNA,PCNA_HUMAN
NS1,P12235,0.99254,SLC25A4,ADT1_HUMAN
NS1,P12236,0.98972,SLC25A6,ADT3_HUMAN
NS1,P14678-2,0.98668,SNRPB,RSMB_HUMAN
NS1,P14868,0.98249,DARS,SYDC_HUMAN
NS1,P15121,0.98278,AKR1B1,ALDR_HUMAN
NS1,P16615-2,0.97822,ATP2A2,AT2A2_HUMAN
NS1,P18077,0.99355,RPL35A,RL35A_HUMAN
NS1,P20700,0.95166,LMNB1,LMNB1_HUMAN
NS1,P27824,0.93516,CANX,CALX_HUMAN
NS1,P30837,0.98126,ALDH1B1,AL1B1_HUMAN
NS1,P31153,0.95973,MAT2A,METK2_HUMAN
NS1,P31327,0.99268,CPS1,CPSM_HUMAN
NS1,P33993,0.94184,MCM7,MCM7_HUMAN
NS1,P39019,0.97277,RPS19,RS19_HUMAN
NS1,P46778,0.99371,RPL21,RL21_HUMAN
NS1,P46781,0.95494,RPS9,RS9_HUMAN
NS1,P48643,0.97636,CCT5,TCPE_HUMAN
NS1,P49406,0.99403,MRPL19,RM19_HUMAN
NS1,P50416-2,0.99381,CPT1A,CPT1A_HUMAN
NS1,P51153,0.9859,RAB13,RAB13_HUMAN
NS1,P51398-2,0.98314,DAP3,RT29_HUMAN
NS1,P52298,0.99391,NCBP2,NCBP2_HUMAN
NS1,P53618,0.94128,COPB1,COPB_HUMAN
NS1,P54136,0.91544,RARS,SYRC_HUMAN
NS1,P55884,0.96929,EIF3B,EIF3B_HUMAN
NS1,P61204,0.98988,ARF3,ARF3_HUMAN
NS1,P61247,0.98866,RPS3A,RS3A_HUMAN
NS1,P61619,0.94751,SEC61A1,S61A1_HUMAN
NS1,P62244,0.97032,RPS15A,RS15A_HUMAN
NS1,P62277,0.97759,RPS13,RS13_HUMAN
NS1,P62333,0.95005,PSMC6,PRS10_HUMAN
NS1,P62841,0.94026,RPS15,RS15_HUMAN
NS1,P63092-3,0.99309,GNAS,GNAS2_HUMAN
NS1,P63104,0.99203,YWHAZ,1433Z_HUMAN
NS1,P82664,0.95438,MRPS10,RT10_HUMAN
NS1,P82673,0.98986,MRPS35,RT35_HUMAN
NS1,P82675,0.98468,MRPS5,RT05_HUMAN
NS1,P82930,0.98099,MRPS34,RT34_HUMAN
NS1,P82932,0.98078,MRPS6,RT06_HUMAN
NS1,P82933,0.9928,MRPS9,RT09_HUMAN
NS1,Q00325-2,0.95894,SLC25A3,MPCP_HUMAN
NS1,Q00610-2,0.94651,CLTC,CLH1_HUMAN
NS1,Q01813,0.96049,PFKP,PFKAP_HUMAN
NS1,Q02543,0.97344,RPL18A,RL18A_HUMAN
NS1,Q02978,0.9497,SLC25A11,M2OM_HUMAN
NS1,Q03169,0.91684,TNFAIP2,TNAP2_HUMAN
NS1,Q09666,0.97275,AHNAK,AHNK_HUMAN
NS1,Q10570,0.98342,CPSF1,CPSF1_HUMAN
NS1,Q12906-5,0.99363,ILF3,ILF3_HUMAN
NS1,Q13015,0.94676,MLLT11,AF1Q_HUMAN
NS1,Q13045-2,0.95439,FLII,FLII_HUMAN
NS1,Q13148,0.98402,TARDBP,TADBP_HUMAN
NS1,Q13263-2,0.96785,TRIM28,TIF1B_HUMAN
NS1,Q13405,0.99325,MRPL49,RM49_HUMAN
NS1,Q13435,0.99281,SF3B2,SF3B2_HUMAN
NS1,Q13509,0.99308,TUBB3,TBB3_HUMAN
NS1,Q14204,0.98713,DYNC1H1,DYHC1_HUMAN
NS1,Q14764,0.97707,MVP,MVP_HUMAN
NS1,Q15046,0.99309,KARS,SYK_HUMAN
NS1,Q15050,0.95258,RRS1,RRS1_HUMAN
NS1,Q15149,0.98248,PLEC,PLEC_HUMAN
NS1,Q15434,0.99247,RBMS2,RBMS2_HUMAN
NS1,Q15633-2,0.95141,TARBP2,TRBP2_HUMAN
NS1,Q15637-4,0.99355,SF1,SF01_HUMAN
NS1,Q16531,0.92051,DDB1,DDB1_HUMAN
NS1,Q1KMD3,0.99403,HNRNPUL2,HNRL2_HUMAN
NS1,Q27J81-2,0.96198,INF2,INF2_HUMAN
NS1,Q2TB90,0.99167,HKDC1,HKDC1_HUMAN
NS1,Q53GQ0,0.97717,HSD17B12,DHB12_HUMAN
NS1,Q5JUV6,0.98907,NT5C2,Q5JUV6_HUMAN
NS1,Q5TBP5,0.95333,NA,NA
NS1,Q6NZI2,0.98523,PTRF,PTRF_HUMAN
NS1,Q6NZY4,0.95588,ZCCHC8,ZCHC8_HUMAN
NS1,Q6P1M0,0.99387,SLC27A4,S27A4_HUMAN
NS1,Q6PKG0,0.98667,LARP1,LARP1_HUMAN
NS1,Q7L2E3-3,0.9912,DHX30,DHX30_HUMAN
NS1,Q7Z2W4,0.97134,ZC3HAV1,ZCCHV_HUMAN
NS1,Q7Z6Z7-2,0.91945,HUWE1,HUWE1_HUMAN
NS1,Q8IX01-4,0.97785,SUGP2,SUGP2_HUMAN
NS1,Q8IXM3,0.96325,MRPL41,RM41_HUMAN
NS1,Q8N163,0.95421,CCAR2,CCAR2_HUMAN
NS1,Q8N1F7,0.94026,NUP93,NUP93_HUMAN
NS1,Q8N5N7,0.99279,MRPL50,RM50_HUMAN
NS1,Q8NF37,0.97081,LPCAT1,PCAT1_HUMAN
NS1,Q8TAQ2-2,0.97705,SMARCC2,SMRC2_HUMAN
NS1,Q92598-2,0.95515,HSPH1,HS105_HUMAN
NS1,Q92615,0.9854,LARP4B,LAR4B_HUMAN
NS1,Q92665,0.98947,MRPS31,RT31_HUMAN
NS1,Q96AE4,0.98568,FUBP1,FUBP1_HUMAN
NS1,Q96DV4,0.96238,MRPL38,RM38_HUMAN
NS1,Q96EY7,0.98482,PTCD3,PTCD3_HUMAN
NS1,Q96PK6,0.95049,RBM14,RBM14_HUMAN
NS1,Q96PU8-5,0.98855,QKI,QKI_HUMAN
NS1,Q96SI9-2,0.98215,STRBP,STRBP_HUMAN
NS1,Q9BPW8,0.9453,NIPSNAP1,NIPS1_HUMAN
NS1,Q9BQE5,0.96278,APOL2,APOL2_HUMAN
NS1,Q9BYN8,0.98791,MRPS26,RT26_HUMAN
NS1,Q9C005,0.94814,DPY30,DPY30_HUMAN
NS1,Q9H936,0.97524,SLC25A22,GHC1_HUMAN
NS1,Q9H9J2,0.97786,MRPL44,RM44_HUMAN
NS1,Q9HBH0,0.98762,RHOF,RHOF_HUMAN
NS1,Q9HD33-2,0.95223,MRPL47,RM47_HUMAN
NS1,Q9NVI7-2,0.96836,ATAD3A,ATD3A_HUMAN
NS1,Q9NVP1,0.97466,DDX18,DDX18_HUMAN
NS1,Q9NXH8,0.99404,TOR4A,TOR4A_HUMAN
NS1,Q9NXV2,0.98114,KCTD5,KCTD5_HUMAN
NS1,Q9NZB2,0.96466,FAM120A,F120A_HUMAN
NS1,Q9P015,0.99225,MRPL15,RM15_HUMAN
NS1,Q9P2E3,0.95367,ZNFX1,ZNFX1_HUMAN
NS1,Q9P2K5-2,0.9678,MYEF2,MYEF2_HUMAN
NS1,Q9UBS4,0.99402,DNAJB11,DJB11_HUMAN
NS1,Q9UG63,0.97407,ABCF2,ABCF2_HUMAN
NS1,Q9UJV9,0.99304,DDX41,DDX41_HUMAN
NS1,Q9UKK3,0.98788,PARP4,PARP4_HUMAN
NS1,Q9UL15,0.90103,BAG5,BAG5_HUMAN
NS1,Q9ULD2-2,0.99199,MTUS1,MTUS1_HUMAN
NS1,Q9ULX6-2,0.9916,AKAP8L,AKP8L_HUMAN
NS1,Q9UPY3-2,0.9798,DICER1,DICER_HUMAN
NS1,Q9Y265,0.98244,RUVBL1,RUVB1_HUMAN
NS1,Q9Y291,0.90555,MRPS33,RT33_HUMAN
NS1,Q9Y2Q9,0.94052,MRPS28,RT28_HUMAN
NS1,Q9Y2R9,0.96466,MRPS7,RT07_HUMAN
NS1,Q9Y2X3,0.98816,NOP58,NOP58_HUMAN
NS1,Q9Y399,0.96521,MRPS2,RT02_HUMAN
NS1,Q9Y3D5,0.99141,MRPS18C,RT18C_HUMAN
NS1,Q9Y446,0.99389,PKP3,PKP3_HUMAN
NS1,Q9Y5V3,0.95288,MAGED1,MAGD1_HUMAN
NS1,Q9Y676,0.97686,MRPS18B,RT18B_HUMAN
NS1,Q9Y6N5,0.95619,SQRDL,SQRD_HUMAN
PA,A0AV96-2,0.98939,RBM47,RBM47_HUMAN
PA,A8MQB8,0.98511,FMR1,A8MQB8_HUMAN
PA,B3KQ59,0.95472,RUVBL2,RUVB2_HUMAN
PA,B3KRS5,0.93217,HDAC2,HDAC2_HUMAN
PA,B4DL14,0.92268,,B4DL14_HUMAN
PA,B4E022,0.98373,,B4E022_HUMAN
PA,B4E2W0,0.98772,HADHB,ECHB_HUMAN
PA,B7ZKM0,0.95378,SART3,SART3_HUMAN
PA,C9J2Y9,0.99331,POLR2B,C9J2Y9_HUMAN
PA,C9J384,0.94912,CMSS1,C9J384_HUMAN
PA,C9JLU1,0.99398,POLR2H,C9JLU1_HUMAN
PA,C9JV02,0.98994,SEPT8,C9JV02_HUMAN
PA,CON_00019359.3,0.9126,NA,NA
PA,E7EQR4,0.97179,EZR,E7EQR4_HUMAN
PA,E9PE17,0.99321,MRPS17,E9PE17_HUMAN
PA,E9PH29,0.98948,PRDX3,PRDX3_HUMAN
PA,E9PH82,0.99287,FAM98A,E9PH82_HUMAN
PA,F2Z2I2,0.90969,PFKFB3,F2Z2I2_HUMAN
PA,F5H335,0.9405,EIF3A,EIF3A_HUMAN
PA,F5H4G7,0.99022,NA,NA
PA,F8VYE8,0.9928,PPP1CC,F8VYE8_HUMAN
PA,F8W181,0.90663,NA,NA
PA,G5E9W7,0.96442,MRPS22,G5E9W7_HUMAN
PA,H0YA96,0.92619,HNRNPD,H0YA96_HUMAN
PA,H0YJ40,0.98993,SLIRP,H0YJ40_HUMAN
PA,K7EK07,0.98269,H3F3B,K7EK07_HUMAN
PA,K7EPT6,0.99354,NA,NA
PA,K7EQ03,0.92147,RBM42,K7EQ03_HUMAN
PA,O00267-2,0.94479,SUPT5H,SPT5H_HUMAN
PA,O00505,0.9923,KPNA3,IMA4_HUMAN
PA,O00567,0.91282,NOP56,NOP56_HUMAN
PA,O00629,0.96241,KPNA4,IMA3_HUMAN
PA,O14744,0.96659,PRMT5,ANM5_HUMAN
PA,O15514,0.92748,POLR2D,RPB4_HUMAN
PA,O43324-2,0.99042,EEF1E1,MCA3_HUMAN
PA,O43390-2,0.95009,HNRNPR,HNRPR_HUMAN
PA,O43823,0.98445,AKAP8,AKAP8_HUMAN
PA,O60218,0.97801,AKR1B10,AK1BA_HUMAN
PA,O60716-32,0.97508,CTNND1,CTND1_HUMAN
PA,O60832,0.95583,DKC1,DKC1_HUMAN
PA,O75494-5,0.99024,SRSF10,SRS10_HUMAN
PA,O76021,0.9175,RSL1D1,RL1D1_HUMAN
PA,O95758,0.98946,PTBP3,PTBP3_HUMAN
PA,O95816,0.91344,BAG2,BAG2_HUMAN
PA,P07237,0.92917,P4HB,PDIA1_HUMAN
PA,P07355,0.97735,ANXA2,ANXA2_HUMAN
PA,P08195-2,0.99272,SLC3A2,4F2_HUMAN
PA,P08579,0.97679,SNRPB2,RU2B_HUMAN
PA,P08621-2,0.99347,SNRNP70,RU17_HUMAN
PA,P09012,0.98932,SNRPA,SNRPA_HUMAN
PA,P12236,0.94645,SLC25A6,ADT3_HUMAN
PA,P16615-2,0.9655,ATP2A2,AT2A2_HUMAN
PA,P16989-3,0.98806,YBX3,YBOX3_HUMAN
PA,P24928,0.9833,POLR2A,RPB1_HUMAN
PA,P35268,0.98894,RPL22,RL22_HUMAN
PA,P35637-2,0.99398,FUS,FUS_HUMAN
PA,P38919,0.98583,EIF4A3,IF4A3_HUMAN
PA,P39019,0.94239,RPS19,RS19_HUMAN
PA,P42704,0.99398,LRPPRC,LPPRC_HUMAN
PA,P46781,0.9745,RPS9,RS9_HUMAN
PA,P46940,0.98819,IQGAP1,IQGA1_HUMAN
PA,P48047,0.98323,ATP5O,ATPO_HUMAN
PA,P51116,0.99357,FXR2,FXR2_HUMAN
PA,P52294,0.99379,KPNA1,IMA5_HUMAN
PA,P55072,0.9932,VCP,TERA_HUMAN
PA,P55769,0.99045,NHP2L1,NH2L1_HUMAN
PA,P55884,0.97967,EIF3B,EIF3B_HUMAN
PA,P60903,0.93346,S100A10,S10AA_HUMAN
PA,P62136,0.9928,PPP1CA,PP1A_HUMAN
PA,P62140,0.99137,PPP1CB,PP1B_HUMAN
PA,P62244,0.99029,RPS15A,RS15A_HUMAN
PA,P62316,0.99184,SNRPD2,SMD2_HUMAN
PA,P62487,0.99393,POLR2G,RPB7_HUMAN
PA,P62875,0.99382,POLR2L,RPAB5_HUMAN
PA,P63104,0.97106,YWHAZ,1433Z_HUMAN
PA,P63167,0.95668,DYNLL1,DYL1_HUMAN
PA,P63272,0.9777,SUPT4H1,SPT4H_HUMAN
PA,P68431,0.9547,HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,H31_HUMAN
PA,P78527,0.99169,PRKDC,PRKDC_HUMAN
PA,P82912-2,0.91463,MRPS11,RT11_HUMAN
PA,P82930,0.98681,MRPS34,RT34_HUMAN
PA,P82932,0.98757,MRPS6,RT06_HUMAN
PA,P82933,0.95549,MRPS9,RT09_HUMAN
PA,P98175-2,0.99199,RBM10,RBM10_HUMAN
PA,Q01085,0.96126,TIAL1,TIAR_HUMAN
PA,Q07157-2,0.99368,TJP1,ZO1_HUMAN
PA,Q09161,0.99316,NCBP1,NCBP1_HUMAN
PA,Q12996,0.97529,CSTF3,CSTF3_HUMAN
PA,Q13547,0.9701,HDAC1,HDAC1_HUMAN
PA,Q13595-2,0.90583,TRA2A,TRA2A_HUMAN
PA,Q14204,0.99303,DYNC1H1,DYHC1_HUMAN
PA,Q14244-5,0.97347,MAP7,MAP7_HUMAN
PA,Q14764,0.96786,MVP,MVP_HUMAN
PA,Q14974,0.90835,KPNB1,IMB1_HUMAN
PA,Q1KMD3,0.95097,HNRNPUL2,HNRL2_HUMAN
PA,Q2TB90,0.97363,HKDC1,HKDC1_HUMAN
PA,Q49AN9,0.99243,SNRPG,Q49AN9_HUMAN
PA,Q53GQ0,0.97809,HSD17B12,DHB12_HUMAN
PA,Q5JR04,0.96728,MOV10,Q5JR04_HUMAN
PA,Q5QPL9,0.91038,RALY,Q5QPL9_HUMAN
PA,Q6P2Q9,0.99388,PRPF8,PRP8_HUMAN
PA,Q71DI3,0.96941,HIST2H3A; HIST2H3C; HIST2H3D,H32_HUMAN
PA,Q7KZ85,0.97882,SUPT6H,SPT6H_HUMAN
PA,Q8IXM3,0.95346,MRPL41,RM41_HUMAN
PA,Q8N163,0.96821,CCAR2,CCAR2_HUMAN
PA,Q8NEJ9-2,0.94891,NGDN,NGDN_HUMAN
PA,Q92598-2,0.93068,HSPH1,HS105_HUMAN
PA,Q92665,0.97735,MRPS31,RT31_HUMAN
PA,Q96EY7,0.99014,PTCD3,PTCD3_HUMAN
PA,Q96HS1-2,0.96308,PGAM5,PGAM5_HUMAN
PA,Q96KR1,0.99328,ZFR,ZFR_HUMAN
PA,Q96PK6,0.97621,RBM14,RBM14_HUMAN
PA,Q96SI9-2,0.98694,STRBP,STRBP_HUMAN
PA,Q9BQA1,0.98756,WDR77,MEP50_HUMAN
PA,Q9BSD7,0.98964,NTPCR,NTPCR_HUMAN
PA,Q9BYN8,0.92765,MRPS26,RT26_HUMAN
PA,Q9C005,0.98809,DPY30,DPY30_HUMAN
PA,Q9H7E9,0.94301,C8orf33,CH033_HUMAN
PA,Q9NVP1,0.92268,DDX18,DDX18_HUMAN
PA,Q9P2R3,0.9924,ANKFY1,ANFY1_HUMAN
PA,Q9UJV9,0.96483,DDX41,DDX41_HUMAN
PA,Q9UKD2,0.98859,MRTO4,MRT4_HUMAN
PA,Q9UKV8-2,0.99402,AGO2,AGO2_HUMAN
PA,Q9ULX6-2,0.97169,AKAP8L,AKP8L_HUMAN
PA,Q9UN86-2,0.98166,G3BP2,G3BP2_HUMAN
PA,Q9UPN3-3,0.95768,MACF1,MACF1_HUMAN
PA,Q9Y2R9,0.98174,MRPS7,RT07_HUMAN
PA,Q9Y2X3,0.938,NOP58,NOP58_HUMAN
PA,Q9Y446,0.99319,PKP3,PKP3_HUMAN
PA,Q9Y5B9,0.98399,SUPT16H,SP16H_HUMAN
PA,Q9Y6M1-1,0.92262,IGF2BP2,IF2B2_HUMAN
PA,Q9Y6N5,0.9637,SQRDL,SQRD_HUMAN
PB1,A0AV96-2,0.97108,RBM47,RBM47_HUMAN
PB1,A8K3Z3,0.99364,PSMC5,PRS8_HUMAN
PB1,A8MXH2,0.93452,NAP1L4,A8MXH2_HUMAN
PB1,B4DGU4,0.90823,CTNNB1,B4DGU4_HUMAN
PB1,B4DL14,0.97735,,B4DL14_HUMAN
PB1,B4DLR8,0.95667,NQO1,B4DLR8_HUMAN
PB1,B4DSJ8,0.99057,,B4DSJ8_HUMAN
PB1,B4DUR8,0.99396,CCT3,B4DUR8_HUMAN
PB1,B4DX52,0.90472,DNAJB1,DNJB1_HUMAN
PB1,B4E022,0.96195,,B4E022_HUMAN
PB1,B4E2W0,0.98921,HADHB,ECHB_HUMAN
PB1,B4E363,0.97567,FARSA,SYFA_HUMAN
PB1,B4E3P0,0.96945,ACLY,ACLY_HUMAN
PB1,B5MCF9,0.99401,PES1,B5MCF9_HUMAN
PB1,B5MCX3,0.96695,SEPT2,B5MCX3_HUMAN
PB1,B7ZKM0,0.97377,SART3,SART3_HUMAN
PB1,C9J2Y9,0.94816,POLR2B,C9J2Y9_HUMAN
PB1,CON_00019359.3,0.99402,NA,NA
PB1,CON_00220327.3,0.92856,NA,NA
PB1,CON_IPI00311493.5,0.9252,NA,NA
PB1,CON_Trypsin,0.96431,NA,NA
PB1,E5RI99,0.98509,RPL30,E5RI99_HUMAN
PB1,E7EPW2,0.97496,MRPS25,E7EPW2_HUMAN
PB1,E9PBF6,0.97863,LMNB1,E9PBF6_HUMAN
PB1,E9PDE8,0.97998,HSPA4L,E9PDE8_HUMAN
PB1,E9PE17,0.98856,MRPS17,E9PE17_HUMAN
PB1,E9PF06,0.91887,MRPL3,E9PF06_HUMAN
PB1,E9PH82,0.99329,FAM98A,E9PH82_HUMAN
PB1,E9PMI6,0.99401,CLNS1A,E9PMI6_HUMAN
PB1,F5H0T1,0.99393,STIP1,STIP1_HUMAN
PB1,F5H3I4,0.99114,NA,NA
PB1,F5H3P5,0.94566,NA,NA
PB1,F5H4G7,0.99404,NA,NA
PB1,F5H5U2,0.99398,DDX55,F5H5U2_HUMAN
PB1,F5H667,0.98078,ASPH,ASPH_HUMAN
PB1,F5H669,0.98987,CPSF7,F5H669_HUMAN
PB1,F8VPD4,0.93135,CAD,F8VPD4_HUMAN
PB1,F8VW92,0.99272,NA,NA
PB1,F8VWC5,0.91819,RPL18,RL18_HUMAN
PB1,F8VYE8,0.9489,PPP1CC,F8VYE8_HUMAN
PB1,G3V325,0.9186,ATP5J2-PTCD1,G3V325_HUMAN
PB1,G5E9S8,0.98679,KLC1,G5E9S8_HUMAN
PB1,G5E9W7,0.99396,MRPS22,G5E9W7_HUMAN
PB1,H0YJ40,0.94373,SLIRP,H0YJ40_HUMAN
PB1,J3QL05,0.99392,SRSF2,J3QL05_HUMAN
PB1,K7EK07,0.98278,H3F3B,K7EK07_HUMAN
PB1,K7EPP7,0.90609,DNAJC7,K7EPP7_HUMAN
PB1,K7EQ03,0.95418,RBM42,K7EQ03_HUMAN
PB1,O00231,0.97386,PSMD11,PSD11_HUMAN
PB1,O00267-2,0.98503,SUPT5H,SPT5H_HUMAN
PB1,O00410,0.98963,IPO5,IPO5_HUMAN
PB1,O00567,0.99397,NOP56,NOP56_HUMAN
PB1,O14744,0.96714,PRMT5,ANM5_HUMAN
