NA (Flu) / GP160 (Jurkat) biological_process Ontology, dist <= 1				
Label	REF	ID	URL	p-value
cellular protein complex assembly	294	GO:0043623	http://amigo.geneontology.org/amigo/term/GO:0043623	0.160953032271
ribose phosphate biosynthetic process	140	GO:0046390	http://amigo.geneontology.org/amigo/term/GO:0046390	0.17069438533
regulation of molecular function	2645	GO:0065009	http://amigo.geneontology.org/amigo/term/GO:0065009	0.171653079032
protein exit from endoplasmic reticulum	17	GO:0032527	http://amigo.geneontology.org/amigo/term/GO:0032527	0.175057383591
post-translational protein modification	325	GO:0043687	http://amigo.geneontology.org/amigo/term/GO:0043687	0.178058303612
cellular response to topologically incorrect protein	119	GO:0035967	http://amigo.geneontology.org/amigo/term/GO:0035967	0.190125642153
regulation of protein localization	892	GO:0032880	http://amigo.geneontology.org/amigo/term/GO:0032880	0.206635095541
blood coagulation	514	GO:0007596	http://amigo.geneontology.org/amigo/term/GO:0007596	0.207442201531
Golgi vesicle transport	245	GO:0048193	http://amigo.geneontology.org/amigo/term/GO:0048193	0.216173770358
coagulation	516	GO:0050817	http://amigo.geneontology.org/amigo/term/GO:0050817	0.220816128505
response to cytokine	649	GO:0034097	http://amigo.geneontology.org/amigo/term/GO:0034097	0.221117564513
G1 phase	30	GO:0051318	http://amigo.geneontology.org/amigo/term/GO:0051318	0.228005294333
mitotic G1 phase	30	GO:0000080	http://amigo.geneontology.org/amigo/term/GO:0000080	0.228005294333
positive regulation of transcription initiation from RNA polymerase II promoter	18	GO:0060261	http://amigo.geneontology.org/amigo/term/GO:0060261	0.22935876565
chromatin assembly	122	GO:0031497	http://amigo.geneontology.org/amigo/term/GO:0031497	0.237699935276
hemostasis	519	GO:0007599	http://amigo.geneontology.org/amigo/term/GO:0007599	0.242340730677
coenzyme metabolic process	248	GO:0006732	http://amigo.geneontology.org/amigo/term/GO:0006732	0.249485294333
purine ribonucleoside monophosphate biosynthetic process	62	GO:0009168	http://amigo.geneontology.org/amigo/term/GO:0009168	0.25019582142
purine nucleoside monophosphate biosynthetic process	62	GO:0009127	http://amigo.geneontology.org/amigo/term/GO:0009127	0.25019582142
chromosome organization	866	GO:0051276	http://amigo.geneontology.org/amigo/term/GO:0051276	0.260710139211
rRNA processing	147	GO:0006364	http://amigo.geneontology.org/amigo/term/GO:0006364	0.272283699902
regulation of DNA-templated transcription, initiation	31	GO:2000142	http://amigo.geneontology.org/amigo/term/GO:2000142	0.273176482661
RNA stabilization	31	GO:0043489	http://amigo.geneontology.org/amigo/term/GO:0043489	0.273176482661
mRNA stabilization	31	GO:0048255	http://amigo.geneontology.org/amigo/term/GO:0048255	0.273176482661
regulation of cellular protein localization	491	GO:1903827	http://amigo.geneontology.org/amigo/term/GO:1903827	0.277933426365
organelle assembly	428	GO:0070925	http://amigo.geneontology.org/amigo/term/GO:0070925	0.283177279863
nucleoside monophosphate biosynthetic process	82	GO:0009124	http://amigo.geneontology.org/amigo/term/GO:0009124	0.283368890769
circadian rhythm	148	GO:0007623	http://amigo.geneontology.org/amigo/term/GO:0007623	0.290405225679
cofactor metabolic process	308	GO:0051186	http://amigo.geneontology.org/amigo/term/GO:0051186	0.292270866657
sperm-egg recognition	47	GO:0035036	http://amigo.geneontology.org/amigo/term/GO:0035036	0.320186707553
regulation of cellular component organization	2139	GO:0051128	http://amigo.geneontology.org/amigo/term/GO:0051128	0.32306790712
single-organism biosynthetic process	1329	GO:0044711	http://amigo.geneontology.org/amigo/term/GO:0044711	0.330182073433
RNA export from nucleus	84	GO:0006405	http://amigo.geneontology.org/amigo/term/GO:0006405	0.340493948444
proton transport	151	GO:0015992	http://amigo.geneontology.org/amigo/term/GO:0015992	0.351190168779
detection of stimulus involved in sensory perception	514	GO:0050906	http://amigo.geneontology.org/amigo/term/GO:0050906	0.369065722772
rRNA metabolic process	152	GO:0016072	http://amigo.geneontology.org/amigo/term/GO:0016072	0.373762096604
hydrogen transport	153	GO:0006818	http://amigo.geneontology.org/amigo/term/GO:0006818	0.397578919464
response to external stimulus	1905	GO:0009605	http://amigo.geneontology.org/amigo/term/GO:0009605	0.40678959355
regulation of translation	288	GO:0006417	http://amigo.geneontology.org/amigo/term/GO:0006417	0.423558335963
regulation of establishment of protein localization	780	GO:0070201	http://amigo.geneontology.org/amigo/term/GO:0070201	0.43253184784
endoplasmic reticulum unfolded protein response	108	GO:0030968	http://amigo.geneontology.org/amigo/term/GO:0030968	0.43587080625
sensory perception	945	GO:0007600	http://amigo.geneontology.org/amigo/term/GO:0007600	0.474933337512
rhythmic process	292	GO:0048511	http://amigo.geneontology.org/amigo/term/GO:0048511	0.499970342676
